date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:17:24	162406/162406	---MCZ	200	added ('OK')	text/css	etag:W/%225dcbfba8-27a66%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/colors.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/colors.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:25	67095/67095	---MCZ	200	added ('OK')	text/css	etag:W/%225dcbfba8-10617%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/components.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/components.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:25	64848/64848	---MCZ	200	added ('OK')	text/css	etag:W/%225dcbfba8-fd50%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/themes/dark-layout.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/themes/dark-layout.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:25	1851/1851	---MCZ	200	added ('OK')	text/css	etag:W/%225dcbfba8-73b%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/themes/semi-dark-layout.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/themes/semi-dark-layout.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:26	13941/13941	---MCZ	200	added ('OK')	text/css	etag:W/%225dcd228f-3675%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/core/menu/menu-types/vertical-menu.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/core/menu/menu-types/vertical-menu.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:26	4824/4824	---MCZ	200	added ('OK')	text/css	etag:W/%225dcbfba8-12d8%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/core/colors/palette-gradient.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/core/colors/palette-gradient.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:27	760/760	---MCZ	200	added ('OK')	text/css	etag:W/%225d8db9dc-2f8%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/pages/dashboard-analytics.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/pages/dashboard-analytics.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:27	958/958	---MCZ	200	added ('OK')	text/css	etag:W/%225d8db9dc-3be%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/pages/card-analytics.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/pages/card-analytics.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:27	1671/1671	---MCZ	200	added ('OK')	text/css	etag:W/%225d8db9dc-687%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/plugins/tour/tour.min.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/css/plugins/tour/tour.min.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:28	526/526	---MCZ	200	added ('OK')	text/css	etag:W/%225d8db9dc-20e%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/assets/css/style.css	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/assets/css/style.css	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:28	79556/79556	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-136c4%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-todo.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-todo.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:28	72773/72773	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-11c45%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-chat.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-chat.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:29	99820/99820	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-185ec%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-email.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-email.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:29	58851/58851	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-e5e3%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-calender.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-calender.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:30	6490/6490	---M--	200	added ('OK')	image/jpeg	etag:%225dcb8ec0-195a%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-11.jpg	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-11.jpg	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:31	100270/100270	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-187ae%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/page-user-profile.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/page-user-profile.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:31	8586/8586	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-218a%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/auth-login.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/auth-login.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:32	2420/2420	---M--	200	added ('OK')	image/png	etag:%225dcb8ec0-974%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/xls.png	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/xls.png	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:32	2536/2536	---M--	200	added ('OK')	image/png	etag:%225dcb8ec0-9e8%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/jpg.png	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/jpg.png	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:32	2361/2361	---M--	200	added ('OK')	image/png	etag:%225dcb8ec0-939%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/pdf.png	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/pdf.png	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:33	2622/2622	---M--	200	added ('OK')	image/png	etag:%225dcb8ec0-a3e%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/doc.png	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/icons/doc.png	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:33	7041/7041	---M--	200	added ('OK')	image/jpeg	etag:%225dcb8ec0-1b81%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-8.jpg	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-8.jpg	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:33	5798/5798	---M--	200	added ('OK')	image/jpeg	etag:%225dcb8ec0-16a6%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-1.jpg	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-1.jpg	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:34	5617/5617	---M--	200	added ('OK')	image/jpeg	etag:%225dcb8ec0-15f1%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-14.jpg	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-14.jpg	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:34	6987/6987	---M--	200	added ('OK')	image/jpeg	etag:%225dcb8ec0-1b4b%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-6.jpg	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/app-assets/images/portrait/small/avatar-s-6.jpg	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:34	77645/77645	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-12f4d%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/dashboard-analytics.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/dashboard-analytics.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:35	73663/73663	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-11fbf%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/dashboard-ecommerce.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/dashboard-ecommerce.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:36	94729/94729	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-17209%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-shop.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-shop.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:36	67424/67424	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-10760%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-details.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-details.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:37	73048/73048	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-11d58%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-wishlist.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-wishlist.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:37	79196/79196	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-1355c%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-checkout.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-ecommerce-checkout.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:37	58729/58729	---MCZ	200	added ('OK')	text/html	etag:W/%225dcd01b4-e569%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-list.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-list.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:38	62656/62656	---MCZ	200	added ('OK')	text/html	etag:W/%225dcd265e-f4c0%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-view.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-view.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:38	77459/77459	---MCZ	200	added ('OK')	text/html	etag:W/%225dcd01b4-12e93%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-edit.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/app-user-edit.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:39	79126/79126	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-13516%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/data-list-view.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/data-list-view.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:39	82221/82221	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-1412d%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/data-thumb-view.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/data-thumb-view.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:40	88403/88403	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-15953%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-grid.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-grid.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:42	84482/84482	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-14a02%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-typography.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-typography.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:42	81052/81052	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-13c9c%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-text-utilities.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-text-utilities.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:43	64614/64614	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-fc66%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-syntax-highlighter.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-syntax-highlighter.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:43	145647/145647	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-238ef%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-helper-classes.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/content-helper-classes.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:44	59964/59964	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-ea3c%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/colors.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/colors.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:44	147137/147137	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-23ec1%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/icons-feather.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/icons-feather.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:45	299957/299957	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-493b5%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/icons-font-awesome.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/icons-font-awesome.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:45	81732/81732	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-13f44%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-basic.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-basic.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:45	73961/73961	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-120e9%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-advance.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-advance.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:46	65307/65307	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-ff1b%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-statistics.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-statistics.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:46	84878/84878	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-14b8e%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-analytics.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-analytics.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:47	60935/60935	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-ee07%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-actions.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/card-actions.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:47	62330/62330	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-f37a%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-alerts.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-alerts.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:47	76395/76395	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-12a6b%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-buttons-basic.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-buttons-basic.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
19:17:48	59205/59205	---MCZ	200	added ('OK')	text/html	etag:W/%225dcbfba8-e745%22	https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-breadcrumbs.html	E:/Websites/Vuexy%20Pro/pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/component-breadcrumbs.html	(from https://pixinvent.com/demo/vuexy-html-bootstrap-admin-template/html/ltr/vertical-menu-template/index.html)
